Item,Part,Quest,Gender,Edu,Time,Score,ITEM_ID,SENT_ID,SENTENCE,CONDITION,TARGET_WORD,SENT_COND
SR4b_18,40,SR4b,uomo,triennale,1011,5,98,389,L'uomo è rimasto fuori tutta la notte. Ha preso un terribile raffreddore. La mattina dopo aveva tosse e naso che cola.,PLAUS_NOCONN,tosse,SC1
SR4b_19,36,SR4b,uomo,Diploma_scuola,996,4,99,394,L'aereo iniziava a muoversi sulla pista. Il volo sarebbe stato il prossimo a partire. I passeggeri iniziarono a brontolare rumorosamente.,IMPLAUS_NOCONN,brontolare,SC2
SR4b_19,37,SR4b,donna,triennale,1037,2,99,394,L'aereo iniziava a muoversi sulla pista. Il volo sarebbe stato il prossimo a partire. I passeggeri iniziarono a brontolare rumorosamente.,IMPLAUS_NOCONN,brontolare,SC2
SR4b_19,38,SR4b,donna,Diploma_scuola,1079,4,99,394,L'aereo iniziava a muoversi sulla pista. Il volo sarebbe stato il prossimo a partire. I passeggeri iniziarono a brontolare rumorosamente.,IMPLAUS_NOCONN,brontolare,SC2
SR4b_19,39,SR4b,donna,Diploma_scuola,772,1,99,394,L'aereo iniziava a muoversi sulla pista. Il volo sarebbe stato il prossimo a partire. I passeggeri iniziarono a brontolare rumorosamente.,IMPLAUS_NOCONN,brontolare,SC2
SR4b_19,40,SR4b,uomo,triennale,1011,4,99,394,L'aereo iniziava a muoversi sulla pista. Il volo sarebbe stato il prossimo a partire. I passeggeri iniziarono a brontolare rumorosamente.,IMPLAUS_NOCONN,brontolare,SC2
SR4b_20,36,SR4b,uomo,Diploma_scuola,996,6,100,399,"L'anziana donna stava scendendo i gradini innevati. Cadde e si ruppe l'anca. Tuttavia, dopo rimase in ospedale per un po' di tempo.",IMPLAUS_CONN,ospedale,SC3
SR4b_20,37,SR4b,donna,triennale,1037,6,100,399,"L'anziana donna stava scendendo i gradini innevati. Cadde e si ruppe l'anca. Tuttavia, dopo rimase in ospedale per un po' di tempo.",IMPLAUS_CONN,ospedale,SC3
SR4b_20,38,SR4b,donna,Diploma_scuola,1079,2,100,399,"L'anziana donna stava scendendo i gradini innevati. Cadde e si ruppe l'anca. Tuttavia, dopo rimase in ospedale per un po' di tempo.",IMPLAUS_CONN,ospedale,SC3
SR4b_20,39,SR4b,donna,Diploma_scuola,772,7,100,399,"L'anziana donna stava scendendo i gradini innevati. Cadde e si ruppe l'anca. Tuttavia, dopo rimase in ospedale per un po' di tempo.",IMPLAUS_CONN,ospedale,SC3
SR4b_20,40,SR4b,uomo,triennale,1011,6,100,399,"L'anziana donna stava scendendo i gradini innevati. Cadde e si ruppe l'anca. Tuttavia, dopo rimase in ospedale per un po' di tempo.",IMPLAUS_CONN,ospedale,SC3
SR4b_21,36,SR4b,uomo,Diploma_scuola,996,6,101,404,"Il sensitivo afferma di vedere il futuro. I giornali locali scrivono che si tratta di una truffa. Tuttavia, i clienti sono rimasti soddisfatti delle sue predizioni.",PLAUS_CONN,soddisfatti,SC4
SR4b_21,37,SR4b,donna,triennale,1037,2,101,404,"Il sensitivo afferma di vedere il futuro. I giornali locali scrivono che si tratta di una truffa. Tuttavia, i clienti sono rimasti soddisfatti delle sue predizioni.",PLAUS_CONN,soddisfatti,SC4
SR4b_21,38,SR4b,donna,Diploma_scuola,1079,3,101,404,"Il sensitivo afferma di vedere il futuro. I giornali locali scrivono che si tratta di una truffa. Tuttavia, i clienti sono rimasti soddisfatti delle sue predizioni.",PLAUS_CONN,soddisfatti,SC4
SR4b_21,39,SR4b,donna,Diploma_scuola,772,4,101,404,"Il sensitivo afferma di vedere il futuro. I giornali locali scrivono che si tratta di una truffa. Tuttavia, i clienti sono rimasti soddisfatti delle sue predizioni.",PLAUS_CONN,soddisfatti,SC4
SR4b_21,40,SR4b,uomo,triennale,1011,5,101,404,"Il sensitivo afferma di vedere il futuro. I giornali locali scrivono che si tratta di una truffa. Tuttavia, i clienti sono rimasti soddisfatti delle sue predizioni.",PLAUS_CONN,soddisfatti,SC4
SR4b_22,36,SR4b,uomo,Diploma_scuola,996,5,102,405,Daniele è andato in un pub con i suoi amici. Aveva voglia di un drink. Ha ordinato un whisky e una bibita.,PLAUS_NOCONN,whisky,SC1
SR4b_22,37,SR4b,donna,triennale,1037,6,102,405,Daniele è andato in un pub con i suoi amici. Aveva voglia di un drink. Ha ordinato un whisky e una bibita.,PLAUS_NOCONN,whisky,SC1
SR4b_22,38,SR4b,donna,Diploma_scuola,1079,7,102,405,Daniele è andato in un pub con i suoi amici. Aveva voglia di un drink. Ha ordinato un whisky e una bibita.,PLAUS_NOCONN,whisky,SC1
SR4b_22,39,SR4b,donna,Diploma_scuola,772,7,102,405,Daniele è andato in un pub con i suoi amici. Aveva voglia di un drink. Ha ordinato un whisky e una bibita.,PLAUS_NOCONN,whisky,SC1
SR4b_22,40,SR4b,uomo,triennale,1011,6,102,405,Daniele è andato in un pub con i suoi amici. Aveva voglia di un drink. Ha ordinato un whisky e una bibita.,PLAUS_NOCONN,whisky,SC1
SR4b_23,36,SR4b,uomo,Diploma_scuola,996,2,103,410,L'autista non aveva bevuto quella notte. L'ufficiale di polizia ha somministrato un test dell'etilometro. Il livello di alcol nel sangue del conducente era superiore al limite legale.,IMPLAUS_NOCONN,superiore,SC2
SR4b_23,37,SR4b,donna,triennale,1037,1,103,410,L'autista non aveva bevuto quella notte. L'ufficiale di polizia ha somministrato un test dell'etilometro. Il livello di alcol nel sangue del conducente era superiore al limite legale.,IMPLAUS_NOCONN,superiore,SC2
SR4b_23,38,SR4b,donna,Diploma_scuola,1079,3,103,410,L'autista non aveva bevuto quella notte. L'ufficiale di polizia ha somministrato un test dell'etilometro. Il livello di alcol nel sangue del conducente era superiore al limite legale.,IMPLAUS_NOCONN,superiore,SC2
SR4b_23,39,SR4b,donna,Diploma_scuola,772,1,103,410,L'autista non aveva bevuto quella notte. L'ufficiale di polizia ha somministrato un test dell'etilometro. Il livello di alcol nel sangue del conducente era superiore al limite legale.,IMPLAUS_NOCONN,superiore,SC2
SR4b_23,40,SR4b,uomo,triennale,1011,2,103,410,L'autista non aveva bevuto quella notte. L'ufficiale di polizia ha somministrato un test dell'etilometro. Il livello di alcol nel sangue del conducente era superiore al limite legale.,IMPLAUS_NOCONN,superiore,SC2
SR4b_24,36,SR4b,uomo,Diploma_scuola,996,4,104,415,"L'adolescente era andata a farsi tagliare i capelli. Voleva qualcosa di aggressivo e alternativo. Tuttavia, si fece fare una cresta mohawk al salone.",IMPLAUS_CONN,cresta,SC3
SR4b_24,37,SR4b,donna,triennale,1037,6,104,415,"L'adolescente era andata a farsi tagliare i capelli. Voleva qualcosa di aggressivo e alternativo. Tuttavia, si fece fare una cresta mohawk al salone.",IMPLAUS_CONN,cresta,SC3
SR4b_24,38,SR4b,donna,Diploma_scuola,1079,3,104,415,"L'adolescente era andata a farsi tagliare i capelli. Voleva qualcosa di aggressivo e alternativo. Tuttavia, si fece fare una cresta mohawk al salone.",IMPLAUS_CONN,cresta,SC3
SR4b_24,39,SR4b,donna,Diploma_scuola,772,7,104,415,"L'adolescente era andata a farsi tagliare i capelli. Voleva qualcosa di aggressivo e alternativo. Tuttavia, si fece fare una cresta mohawk al salone.",IMPLAUS_CONN,cresta,SC3
SR4b_24,40,SR4b,uomo,triennale,1011,6,104,415,"L'adolescente era andata a farsi tagliare i capelli. Voleva qualcosa di aggressivo e alternativo. Tuttavia, si fece fare una cresta mohawk al salone.",IMPLAUS_CONN,cresta,SC3
SR4b_25,36,SR4b,uomo,Diploma_scuola,996,6,105,420,"I ragazzi stavano litigando. Alla fine sono riusciti a fare pace. Tuttavia, erano pieni di lividi il ??giorno successivo.",PLAUS_CONN,lividi,SC4
SR4b_25,37,SR4b,donna,triennale,1037,6,105,420,"I ragazzi stavano litigando. Alla fine sono riusciti a fare pace. Tuttavia, erano pieni di lividi il ??giorno successivo.",PLAUS_CONN,lividi,SC4
SR4b_25,38,SR4b,donna,Diploma_scuola,1079,6,105,420,"I ragazzi stavano litigando. Alla fine sono riusciti a fare pace. Tuttavia, erano pieni di lividi il ??giorno successivo.",PLAUS_CONN,lividi,SC4
SR4b_25,39,SR4b,donna,Diploma_scuola,772,5,105,420,"I ragazzi stavano litigando. Alla fine sono riusciti a fare pace. Tuttavia, erano pieni di lividi il ??giorno successivo.",PLAUS_CONN,lividi,SC4
SR4b_25,40,SR4b,uomo,triennale,1011,5,105,420,"I ragazzi stavano litigando. Alla fine sono riusciti a fare pace. Tuttavia, erano pieni di lividi il ??giorno successivo.",PLAUS_CONN,lividi,SC4
SR4b_26,36,SR4b,uomo,Diploma_scuola,996,6,106,421,Francesco aveva saltato colazione e pranzo. Arrivò a casa da scuola affamato. Decise di mangiare un panino in cucina.,PLAUS_NOCONN,panino,SC1
SR4b_26,37,SR4b,donna,triennale,1037,4,106,421,Francesco aveva saltato colazione e pranzo. Arrivò a casa da scuola affamato. Decise di mangiare un panino in cucina.,PLAUS_NOCONN,panino,SC1
SR4b_26,38,SR4b,donna,Diploma_scuola,1079,6,106,421,Francesco aveva saltato colazione e pranzo. Arrivò a casa da scuola affamato. Decise di mangiare un panino in cucina.,PLAUS_NOCONN,panino,SC1
SR4b_26,39,SR4b,donna,Diploma_scuola,772,7,106,421,Francesco aveva saltato colazione e pranzo. Arrivò a casa da scuola affamato. Decise di mangiare un panino in cucina.,PLAUS_NOCONN,panino,SC1
SR4b_26,40,SR4b,uomo,triennale,1011,6,106,421,Francesco aveva saltato colazione e pranzo. Arrivò a casa da scuola affamato. Decise di mangiare un panino in cucina.,PLAUS_NOCONN,panino,SC1
SR4b_27,36,SR4b,uomo,Diploma_scuola,996,2,107,426,Tutti i turisti evitavano l'organizzatore dei tour. Aveva sempre pochi clienti. I suoi profitti erano enormi ogni estate.,IMPLAUS_NOCONN,enormi,SC2
SR4b_27,37,SR4b,donna,triennale,1037,1,107,426,Tutti i turisti evitavano l'organizzatore dei tour. Aveva sempre pochi clienti. I suoi profitti erano enormi ogni estate.,IMPLAUS_NOCONN,enormi,SC2
SR4b_27,38,SR4b,donna,Diploma_scuola,1079,2,107,426,Tutti i turisti evitavano l'organizzatore dei tour. Aveva sempre pochi clienti. I suoi profitti erano enormi ogni estate.,IMPLAUS_NOCONN,enormi,SC2
SR4b_27,39,SR4b,donna,Diploma_scuola,772,1,107,426,Tutti i turisti evitavano l'organizzatore dei tour. Aveva sempre pochi clienti. I suoi profitti erano enormi ogni estate.,IMPLAUS_NOCONN,enormi,SC2
SR4b_27,40,SR4b,uomo,triennale,1011,2,107,426,Tutti i turisti evitavano l'organizzatore dei tour. Aveva sempre pochi clienti. I suoi profitti erano enormi ogni estate.,IMPLAUS_NOCONN,enormi,SC2
SR4b_28,36,SR4b,uomo,Diploma_scuola,996,5,108,431,"Lo chef stava tagliando delle verdure. Stava facendo poca attenzione al coltello. Tuttavia, si è poi tagliato il dito.",IMPLAUS_CONN,tagliato,SC3
SR4b_28,37,SR4b,donna,triennale,1037,7,108,431,"Lo chef stava tagliando delle verdure. Stava facendo poca attenzione al coltello. Tuttavia, si è poi tagliato il dito.",IMPLAUS_CONN,tagliato,SC3
SR4b_28,38,SR4b,donna,Diploma_scuola,1079,3,108,431,"Lo chef stava tagliando delle verdure. Stava facendo poca attenzione al coltello. Tuttavia, si è poi tagliato il dito.",IMPLAUS_CONN,tagliato,SC3
SR4b_28,39,SR4b,donna,Diploma_scuola,772,1,108,431,"Lo chef stava tagliando delle verdure. Stava facendo poca attenzione al coltello. Tuttavia, si è poi tagliato il dito.",IMPLAUS_CONN,tagliato,SC3
SR4b_28,40,SR4b,uomo,triennale,1011,6,108,431,"Lo chef stava tagliando delle verdure. Stava facendo poca attenzione al coltello. Tuttavia, si è poi tagliato il dito.",IMPLAUS_CONN,tagliato,SC3
SR4b_29,36,SR4b,uomo,Diploma_scuola,996,4,109,436,"Il turista voleva tornare al suo albergo. Conosceva ormai la via a memoria. Tuttavia, si era perso per la strada.",PLAUS_CONN,perso,SC4
SR4b_29,37,SR4b,donna,triennale,1037,1,109,436,"Il turista voleva tornare al suo albergo. Conosceva ormai la via a memoria. Tuttavia, si era perso per la strada.",PLAUS_CONN,perso,SC4
SR4b_29,38,SR4b,donna,Diploma_scuola,1079,3,109,436,"Il turista voleva tornare al suo albergo. Conosceva ormai la via a memoria. Tuttavia, si era perso per la strada.",PLAUS_CONN,perso,SC4
SR4b_29,39,SR4b,donna,Diploma_scuola,772,1,109,436,"Il turista voleva tornare al suo albergo. Conosceva ormai la via a memoria. Tuttavia, si era perso per la strada.",PLAUS_CONN,perso,SC4
SR4b_29,40,SR4b,uomo,triennale,1011,3,109,436,"Il turista voleva tornare al suo albergo. Conosceva ormai la via a memoria. Tuttavia, si era perso per la strada.",PLAUS_CONN,perso,SC4
SR4b_30,36,SR4b,uomo,Diploma_scuola,996,6,110,437,Il Congresso aveva inviato il disegno di legge al Presidente per la sua approvazione. Venne ritenuta un'idea terribile. Il Presidente respinse la misura.,PLAUS_NOCONN,respinse,SC1
SR4b_30,37,SR4b,donna,triennale,1037,6,110,437,Il Congresso aveva inviato il disegno di legge al Presidente per la sua approvazione. Venne ritenuta un'idea terribile. Il Presidente respinse la misura.,PLAUS_NOCONN,respinse,SC1
SR4b_30,38,SR4b,donna,Diploma_scuola,1079,6,110,437,Il Congresso aveva inviato il disegno di legge al Presidente per la sua approvazione. Venne ritenuta un'idea terribile. Il Presidente respinse la misura.,PLAUS_NOCONN,respinse,SC1
SR4b_30,39,SR4b,donna,Diploma_scuola,772,7,110,437,Il Congresso aveva inviato il disegno di legge al Presidente per la sua approvazione. Venne ritenuta un'idea terribile. Il Presidente respinse la misura.,PLAUS_NOCONN,respinse,SC1
SR4b_30,40,SR4b,uomo,triennale,1011,6,110,437,Il Congresso aveva inviato il disegno di legge al Presidente per la sua approvazione. Venne ritenuta un'idea terribile. Il Presidente respinse la misura.,PLAUS_NOCONN,respinse,SC1
SR4b_31,36,SR4b,uomo,Diploma_scuola,996,4,111,442,Giovanni ha fatto i provini per la compagnia di teatro comico. Le sue battute erano fiacche e poco divertenti. Il regista gli ha chiesto di unirsi al gruppo.,IMPLAUS_NOCONN,unirsi,SC2
SR4b_31,37,SR4b,donna,triennale,1037,1,111,442,Giovanni ha fatto i provini per la compagnia di teatro comico. Le sue battute erano fiacche e poco divertenti. Il regista gli ha chiesto di unirsi al gruppo.,IMPLAUS_NOCONN,unirsi,SC2
SR4b_31,38,SR4b,donna,Diploma_scuola,1079,4,111,442,Giovanni ha fatto i provini per la compagnia di teatro comico. Le sue battute erano fiacche e poco divertenti. Il regista gli ha chiesto di unirsi al gruppo.,IMPLAUS_NOCONN,unirsi,SC2
SR4b_31,39,SR4b,donna,Diploma_scuola,772,1,111,442,Giovanni ha fatto i provini per la compagnia di teatro comico. Le sue battute erano fiacche e poco divertenti. Il regista gli ha chiesto di unirsi al gruppo.,IMPLAUS_NOCONN,unirsi,SC2
SR4b_31,40,SR4b,uomo,triennale,1011,2,111,442,Giovanni ha fatto i provini per la compagnia di teatro comico. Le sue battute erano fiacche e poco divertenti. Il regista gli ha chiesto di unirsi al gruppo.,IMPLAUS_NOCONN,unirsi,SC2
SR4b_32,36,SR4b,uomo,Diploma_scuola,996,6,112,447,"Giovanni non ha bevuto alla festa. Era l'unico sobrio tra i suoi amici. Tuttavia, ha finito per accompagnare tutti a casa.",IMPLAUS_CONN,accompagnare,SC3
SR4b_32,37,SR4b,donna,triennale,1037,6,112,447,"Giovanni non ha bevuto alla festa. Era l'unico sobrio tra i suoi amici. Tuttavia, ha finito per accompagnare tutti a casa.",IMPLAUS_CONN,accompagnare,SC3
SR4b_32,38,SR4b,donna,Diploma_scuola,1079,2,112,447,"Giovanni non ha bevuto alla festa. Era l'unico sobrio tra i suoi amici. Tuttavia, ha finito per accompagnare tutti a casa.",IMPLAUS_CONN,accompagnare,SC3
SR4b_32,39,SR4b,donna,Diploma_scuola,772,7,112,447,"Giovanni non ha bevuto alla festa. Era l'unico sobrio tra i suoi amici. Tuttavia, ha finito per accompagnare tutti a casa.",IMPLAUS_CONN,accompagnare,SC3
SR4b_32,40,SR4b,uomo,triennale,1011,6,112,447,"Giovanni non ha bevuto alla festa. Era l'unico sobrio tra i suoi amici. Tuttavia, ha finito per accompagnare tutti a casa.",IMPLAUS_CONN,accompagnare,SC3
SR4b_33,36,SR4b,uomo,Diploma_scuola,996,4,113,452,"I perfidi mercenari avevano rovesciato il re. Il vecchio re era molto popolare tra i suoi sudditi. Tuttavia, la gente esultava per le strade.",PLAUS_CONN,esultava,SC4
SR4b_33,37,SR4b,donna,triennale,1037,1,113,452,"I perfidi mercenari avevano rovesciato il re. Il vecchio re era molto popolare tra i suoi sudditi. Tuttavia, la gente esultava per le strade.",PLAUS_CONN,esultava,SC4
SR4b_33,38,SR4b,donna,Diploma_scuola,1079,3,113,452,"I perfidi mercenari avevano rovesciato il re. Il vecchio re era molto popolare tra i suoi sudditi. Tuttavia, la gente esultava per le strade.",PLAUS_CONN,esultava,SC4
SR4b_33,39,SR4b,donna,Diploma_scuola,772,1,113,452,"I perfidi mercenari avevano rovesciato il re. Il vecchio re era molto popolare tra i suoi sudditi. Tuttavia, la gente esultava per le strade.",PLAUS_CONN,esultava,SC4
SR4b_33,40,SR4b,uomo,triennale,1011,5,113,452,"I perfidi mercenari avevano rovesciato il re. Il vecchio re era molto popolare tra i suoi sudditi. Tuttavia, la gente esultava per le strade.",PLAUS_CONN,esultava,SC4
SR4b_34,36,SR4b,uomo,Diploma_scuola,996,7,114,453,L'edificio era stato evacuato per una minaccia di bomba. Ai dipendenti fu detto che si trattava di una situazione grave. Tutti erano spaventati dalla notizia.,PLAUS_NOCONN,spaventati,SC1
SR4b_34,37,SR4b,donna,triennale,1037,6,114,453,L'edificio era stato evacuato per una minaccia di bomba. Ai dipendenti fu detto che si trattava di una situazione grave. Tutti erano spaventati dalla notizia.,PLAUS_NOCONN,spaventati,SC1
SR4b_34,38,SR4b,donna,Diploma_scuola,1079,7,114,453,L'edificio era stato evacuato per una minaccia di bomba. Ai dipendenti fu detto che si trattava di una situazione grave. Tutti erano spaventati dalla notizia.,PLAUS_NOCONN,spaventati,SC1
SR4b_34,39,SR4b,donna,Diploma_scuola,772,7,114,453,L'edificio era stato evacuato per una minaccia di bomba. Ai dipendenti fu detto che si trattava di una situazione grave. Tutti erano spaventati dalla notizia.,PLAUS_NOCONN,spaventati,SC1
SR4b_34,40,SR4b,uomo,triennale,1011,6,114,453,L'edificio era stato evacuato per una minaccia di bomba. Ai dipendenti fu detto che si trattava di una situazione grave. Tutti erano spaventati dalla notizia.,PLAUS_NOCONN,spaventati,SC1
SR4b_35,36,SR4b,uomo,Diploma_scuola,996,3,115,458,Riccardo era in vacanza per la festa nazionale. Aveva mangiato tutto il giorno. Era davvero affamato quando venne sera.,IMPLAUS_NOCONN,affamato,SC2
SR4b_35,37,SR4b,donna,triennale,1037,1,115,458,Riccardo era in vacanza per la festa nazionale. Aveva mangiato tutto il giorno. Era davvero affamato quando venne sera.,IMPLAUS_NOCONN,affamato,SC2
SR4b_35,38,SR4b,donna,Diploma_scuola,1079,3,115,458,Riccardo era in vacanza per la festa nazionale. Aveva mangiato tutto il giorno. Era davvero affamato quando venne sera.,IMPLAUS_NOCONN,affamato,SC2
SR4b_35,39,SR4b,donna,Diploma_scuola,772,1,115,458,Riccardo era in vacanza per la festa nazionale. Aveva mangiato tutto il giorno. Era davvero affamato quando venne sera.,IMPLAUS_NOCONN,affamato,SC2
SR4b_35,40,SR4b,uomo,triennale,1011,2,115,458,Riccardo era in vacanza per la festa nazionale. Aveva mangiato tutto il giorno. Era davvero affamato quando venne sera.,IMPLAUS_NOCONN,affamato,SC2
SR4b_36,36,SR4b,uomo,Diploma_scuola,996,6,116,463,"La donna non aveva mai ballato prima del suo matrimonio. Ha preso mesi di lezioni. Tuttavia, ha ballato come una professionista al ricevimento.",IMPLAUS_CONN,professionista,SC3
SR4b_36,37,SR4b,donna,triennale,1037,7,116,463,"La donna non aveva mai ballato prima del suo matrimonio. Ha preso mesi di lezioni. Tuttavia, ha ballato come una professionista al ricevimento.",IMPLAUS_CONN,professionista,SC3
SR4b_36,38,SR4b,donna,Diploma_scuola,1079,3,116,463,"La donna non aveva mai ballato prima del suo matrimonio. Ha preso mesi di lezioni. Tuttavia, ha ballato come una professionista al ricevimento.",IMPLAUS_CONN,professionista,SC3
SR4b_36,39,SR4b,donna,Diploma_scuola,772,4,116,463,"La donna non aveva mai ballato prima del suo matrimonio. Ha preso mesi di lezioni. Tuttavia, ha ballato come una professionista al ricevimento.",IMPLAUS_CONN,professionista,SC3
SR4b_36,40,SR4b,uomo,triennale,1011,2,116,463,"La donna non aveva mai ballato prima del suo matrimonio. Ha preso mesi di lezioni. Tuttavia, ha ballato come una professionista al ricevimento.",IMPLAUS_CONN,professionista,SC3
SR4b_37,36,SR4b,uomo,Diploma_scuola,996,3,117,468,"Miriam ha ordinato dei bicchieri da vino nuovi. Era contenta dell'acquisto del nuovo set. Tuttavia, li ha voluti restituire immediatamente.",PLAUS_CONN,restituire,SC4
SR4b_37,37,SR4b,donna,triennale,1037,2,117,468,"Miriam ha ordinato dei bicchieri da vino nuovi. Era contenta dell'acquisto del nuovo set. Tuttavia, li ha voluti restituire immediatamente.",PLAUS_CONN,restituire,SC4
SR4b_37,38,SR4b,donna,Diploma_scuola,1079,4,117,468,"Miriam ha ordinato dei bicchieri da vino nuovi. Era contenta dell'acquisto del nuovo set. Tuttavia, li ha voluti restituire immediatamente.",PLAUS_CONN,restituire,SC4
SR4b_37,39,SR4b,donna,Diploma_scuola,772,1,117,468,"Miriam ha ordinato dei bicchieri da vino nuovi. Era contenta dell'acquisto del nuovo set. Tuttavia, li ha voluti restituire immediatamente.",PLAUS_CONN,restituire,SC4
SR4b_37,40,SR4b,uomo,triennale,1011,5,117,468,"Miriam ha ordinato dei bicchieri da vino nuovi. Era contenta dell'acquisto del nuovo set. Tuttavia, li ha voluti restituire immediatamente.",PLAUS_CONN,restituire,SC4
SR4b_38,36,SR4b,uomo,Diploma_scuola,996,7,118,469,Il bambino piangeva. Sua madre venne e lo cullò dolcemente. Il bambino si è calmato molto presto.,PLAUS_NOCONN,calmato,SC1
SR4b_38,37,SR4b,donna,triennale,1037,7,118,469,Il bambino piangeva. Sua madre venne e lo cullò dolcemente. Il bambino si è calmato molto presto.,PLAUS_NOCONN,calmato,SC1
SR4b_38,38,SR4b,donna,Diploma_scuola,1079,6,118,469,Il bambino piangeva. Sua madre venne e lo cullò dolcemente. Il bambino si è calmato molto presto.,PLAUS_NOCONN,calmato,SC1
SR4b_38,39,SR4b,donna,Diploma_scuola,772,7,118,469,Il bambino piangeva. Sua madre venne e lo cullò dolcemente. Il bambino si è calmato molto presto.,PLAUS_NOCONN,calmato,SC1
SR4b_38,40,SR4b,uomo,triennale,1011,5,118,469,Il bambino piangeva. Sua madre venne e lo cullò dolcemente. Il bambino si è calmato molto presto.,PLAUS_NOCONN,calmato,SC1
SR4b_39,36,SR4b,uomo,Diploma_scuola,996,5,119,474,"Carolina ascoltava la radio. Dopo la tempesta della notte scorsa, era rimasta poca neve. Le scuole erano chiuse quel giorno.",IMPLAUS_NOCONN,chiuso,SC2
SR4b_39,37,SR4b,donna,triennale,1037,2,119,474,"Carolina ascoltava la radio. Dopo la tempesta della notte scorsa, era rimasta poca neve. Le scuole erano chiuse quel giorno.",IMPLAUS_NOCONN,chiuso,SC2
SR4b_39,38,SR4b,donna,Diploma_scuola,1079,5,119,474,"Carolina ascoltava la radio. Dopo la tempesta della notte scorsa, era rimasta poca neve. Le scuole erano chiuse quel giorno.",IMPLAUS_NOCONN,chiuso,SC2
SR4b_39,39,SR4b,donna,Diploma_scuola,772,4,119,474,"Carolina ascoltava la radio. Dopo la tempesta della notte scorsa, era rimasta poca neve. Le scuole erano chiuse quel giorno.",IMPLAUS_NOCONN,chiuso,SC2
SR4b_39,40,SR4b,uomo,triennale,1011,5,119,474,"Carolina ascoltava la radio. Dopo la tempesta della notte scorsa, era rimasta poca neve. Le scuole erano chiuse quel giorno.",IMPLAUS_NOCONN,chiuso,SC2
SR4b_40,36,SR4b,uomo,Diploma_scuola,996,6,120,479,"Giovanna era pessimista riguardo al suo caso. Il suo avvocato aveva pochissime prove che l'aiutassero. Tuttavia, è stata condannata dalla giuria.",IMPLAUS_CONN,condannata,SC3
SR4b_40,37,SR4b,donna,triennale,1037,6,120,479,"Giovanna era pessimista riguardo al suo caso. Il suo avvocato aveva pochissime prove che l'aiutassero. Tuttavia, è stata condannata dalla giuria.",IMPLAUS_CONN,condannata,SC3
SR4b_40,38,SR4b,donna,Diploma_scuola,1079,2,120,479,"Giovanna era pessimista riguardo al suo caso. Il suo avvocato aveva pochissime prove che l'aiutassero. Tuttavia, è stata condannata dalla giuria.",IMPLAUS_CONN,condannata,SC3
SR4b_40,39,SR4b,donna,Diploma_scuola,772,7,120,479,"Giovanna era pessimista riguardo al suo caso. Il suo avvocato aveva pochissime prove che l'aiutassero. Tuttavia, è stata condannata dalla giuria.",IMPLAUS_CONN,condannata,SC3
SR4b_40,40,SR4b,uomo,triennale,1011,6,120,479,"Giovanna era pessimista riguardo al suo caso. Il suo avvocato aveva pochissime prove che l'aiutassero. Tuttavia, è stata condannata dalla giuria.",IMPLAUS_CONN,condannata,SC3
SR4b_41,36,SR4b,uomo,Diploma_scuola,996,1,121,484,"Mario ha citato in giudizio il medico per negligenza. Alla fine ha perso in tribunale. Tuttavia, è diventato ricco grazie al caso.",PLAUS_CONN,ricco,SC4
SR4b_41,37,SR4b,donna,triennale,1037,1,121,484,"Mario ha citato in giudizio il medico per negligenza. Alla fine ha perso in tribunale. Tuttavia, è diventato ricco grazie al caso.",PLAUS_CONN,ricco,SC4
SR4b_41,38,SR4b,donna,Diploma_scuola,1079,5,121,484,"Mario ha citato in giudizio il medico per negligenza. Alla fine ha perso in tribunale. Tuttavia, è diventato ricco grazie al caso.",PLAUS_CONN,ricco,SC4
SR4b_41,39,SR4b,donna,Diploma_scuola,772,1,121,484,"Mario ha citato in giudizio il medico per negligenza. Alla fine ha perso in tribunale. Tuttavia, è diventato ricco grazie al caso.",PLAUS_CONN,ricco,SC4
SR4b_41,40,SR4b,uomo,triennale,1011,4,121,484,"Mario ha citato in giudizio il medico per negligenza. Alla fine ha perso in tribunale. Tuttavia, è diventato ricco grazie al caso.",PLAUS_CONN,ricco,SC4
SR4b_42,36,SR4b,uomo,Diploma_scuola,996,7,122,485,C'era stata un'irruzione in casa. Il ladro aveva lasciato molte impronte. La polizia lo ha identificato facilmente.,PLAUS_NOCONN,identificato,SC1
SR4b_42,37,SR4b,donna,triennale,1037,6,122,485,C'era stata un'irruzione in casa. Il ladro aveva lasciato molte impronte. La polizia lo ha identificato facilmente.,PLAUS_NOCONN,identificato,SC1
SR4b_42,38,SR4b,donna,Diploma_scuola,1079,6,122,485,C'era stata un'irruzione in casa. Il ladro aveva lasciato molte impronte. La polizia lo ha identificato facilmente.,PLAUS_NOCONN,identificato,SC1
SR4b_42,39,SR4b,donna,Diploma_scuola,772,7,122,485,C'era stata un'irruzione in casa. Il ladro aveva lasciato molte impronte. La polizia lo ha identificato facilmente.,PLAUS_NOCONN,identificato,SC1
SR4b_42,40,SR4b,uomo,triennale,1011,6,122,485,C'era stata un'irruzione in casa. Il ladro aveva lasciato molte impronte. La polizia lo ha identificato facilmente.,PLAUS_NOCONN,identificato,SC1
SR4b_43,36,SR4b,uomo,Diploma_scuola,996,3,123,490,L'adolescente stava facendo una presentazione. Era una persona molto sicura di sé. Durante la sessione delle domande era arrossito visibilmente.,IMPLAUS_NOCONN,arrossito,SC2
