"","ITEM_ID","SENT_ID","SENTENCE","ConditionEvenSo","ConditionHowever","PlausibilityEvenSo","PlausibilityHowever","Connective","TARGET_WORD","gpt2_target_surprisal","distilgpt2_target_surprisal","gptneo_target_surprisal","gpt2_however_target_surprisal","distilgpt2_however_target_surprisal","gptneo_however_target_surprisal","gptneo_len_tokens"
"383",96,382,"Angela called up her father on her cell phone. She had lousy reception. Even so, her father's voice came through unclear and indistinct. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","unclear",16.66,18.64,14.62,17.1,19.43,16.08,31
"384",96,383,"Angela called up her father on her cell phone. She had great reception. Even so, her father's voice came through unclear and indistinct. ","PLAUS_CONN","PLAUS_CONN","1","1","1","unclear",15.6,19.15,10.6,14.39,16.45,10.95,31
"385",97,384,"The area was controlled by the mob. The store owner refused to pay them off. His shop was attacked that night. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","attacked",5.05,4.98,5.46,5.05,4.98,5.46,25
"386",97,385,"The area was controlled by the mob. The store owner was good friends with them. His shop was attacked that night. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","attacked",7.41,7.61,6.03,7.41,7.61,6.03,25
"387",97,386,"The area was controlled by the mob. The store owner refused to pay them off. Even so, his shop was attacked that night. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","attacked",6.09,6.15,5.11,5.18,4.62,5.59,28
"388",97,387,"The area was controlled by the mob. The store owner was good friends with them. Even so, his shop was attacked that night. ","PLAUS_CONN","PLAUS_CONN","1","1","1","attacked",6.29,7.09,5.48,5.04,4.95,6.47,28
"389",98,388,"The athlete had been discovered taking steroids. He had a history of drug abuse. The Olympic committee banned him for 10 years. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","banned",8.84,7.17,8.34,8.84,7.17,8.34,26
"390",98,389,"The athlete had never taken any steroids. The tests showed him to be clean. The Olympic committee banned him for 10 years. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","banned",8.27,6.28,8.64,8.27,6.28,8.64,26
"391",98,390,"The athlete had been discovered taking steroids. He had a history of drug abuse. Even so, the Olympic committee banned him for 10 years. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","banned",9.15,7.07,7.88,8.86,7.2,9.41,29
"392",98,391,"The athlete had never taken any steroids. The tests showed him to be clean. Even so, the Olympic committee banned him for 10 years. ","PLAUS_CONN","PLAUS_CONN","1","1","1","banned",8.1,6.2,5.93,8.2,6.06,6.64,29
"393",99,392,"The astronomer thought he'd found a new planet. The computer analysis showed him to be wrong. He was very discouraged about it. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","discouraged",13.15,14.68,11.59,13.15,14.68,11.59,27
"394",99,393,"The astronomer thought he'd found a new planet. The computer analysis confirmed his suspicion. He was very discouraged about it. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","discouraged",14.35,13.81,13.98,14.35,13.81,13.98,25
"395",99,394,"The astronomer thought he'd found a new planet. The computer analysis showed him to be wrong. Even so, he was very discouraged about it. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","discouraged",12.18,13.09,13.37,13.43,14.22,12.97,30
"396",99,395,"The astronomer thought he'd found a new planet. The computer analysis confirmed his suspicion. Even so, he was very discouraged about it. ","PLAUS_CONN","PLAUS_CONN","1","1","1","discouraged",10.04,11.75,10.88,10.66,10.27,11.25,28
"397",100,396,"Rumors started circulating about the governor's corruption. The federal prosecutor threatened to investigate him. The governor resigned from office. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","resigned",6.67,6.97,6.38,6.67,6.97,6.38,25
"398",100,397,"Rumors had been circulating about the governor's corruption. The federal prosecutor declared him innocent of any wrong-doing. The governor resigned from office. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","resigned",7.24,6.98,7.05,7.24,6.98,7.05,30
"399",100,398,"Rumors started circulating about the governor's corruption. The federal prosecutor threatened to investigate him. Even so, the governor resigned from office. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","resigned",6.99,8.22,8.38,6.74,7.47,9.28,28
"400",100,399,"Rumors had been circulating about the governor's corruption. The federal prosecutor declared him innocent of any wrong-doing. Even so, the governor resigned from office. ","PLAUS_CONN","PLAUS_CONN","1","1","1","resigned",7.92,8.1,6.72,7.89,7.87,7.35,33
"401",101,400,"Laura put the cake in the oven. She overcooked it by half an hour. The cake burned in the oven. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","burned",10.68,10.96,7.2,10.68,10.96,7.2,25
"402",101,401,"Laura put the cake in the oven. She followed the baking instructions exactly. The cake burned in the oven. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","burned",11.65,11.64,9,11.65,11.64,9,23
"403",101,402,"Laura put the cake in the oven. She overcooked it by half an hour. Even so, the cake burned in the oven. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","burned",10.43,11.23,6.59,11.13,11.11,8.89,28
"404",101,403,"Laura put the cake in the oven. She followed the baking instructions exactly. Even so, the cake burned in the oven. ","PLAUS_CONN","PLAUS_CONN","1","1","1","burned",10.47,11.6,6.23,10.69,11.05,7.93,26
"405",102,404,"Phoebe likes to play the drums in her apartment. The sound is very annoying to the neighbors. They complained to the landlord. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","complained",11.02,12.45,8.59,11.02,12.45,8.59,28
"406",102,405,"Phoebe likes to play her violin in the apartment. The sound is very soothing to the neighbors. They complained to the landlord. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","complained",14.53,15.09,11.97,14.53,15.09,11.97,28
"407",102,406,"Phoebe likes to play the drums in her apartment. The sound is very annoying to the neighbors. Even so, they complained to the landlord. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","complained",11.91,13.41,11.51,12.82,13.95,12.2,31
"408",102,407,"Phoebe likes to play her violin in the apartment. The sound is very soothing to the neighbors. Even so, they complained to the landlord. ","PLAUS_CONN","PLAUS_CONN","1","1","1","complained",11.78,14.6,10.21,11.78,13.9,10.53,31
"409",103,408,"The Elm Street bridge was over a hundred years old. The foundation had recently been damaged. State inspectors deemed it unsafe for use. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","unsafe",2.01,2.78,0.69,2.01,2.78,0.69,27
"410",103,409,"The Elm Street bridge was only a couple years old. The foundation was sturdy. State inspectors deemed it unsafe for use. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","unsafe",2.51,2.95,7.05,2.51,2.95,7.05,25
"411",103,410,"The Elm Street bridge was over a hundred years old. The foundation had recently been damaged. Even so, state inspectors deemed it unsafe for use. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","unsafe",3.62,3.02,4.15,4.77,3.47,5.98,30
"412",103,411,"The Elm Street bridge was only a couple years old. The foundation was sturdy. Even so, state inspectors deemed it unsafe for use. ","PLAUS_CONN","PLAUS_CONN","1","1","1","unsafe",1.36,2.9,1.37,1.54,2.52,1.57,28
"413",104,412,"The driving examiner was very strict. He was pleased that Bernard made no mistakes. Bernard passed the test that day. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","passed",10.28,9.81,7.47,10.28,9.81,7.47,24
"414",104,413,"The driving examiner was very strict. He noticed that Bernard made several mistakes. Bernard passed the test that day. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","passed",10.61,9.55,8.73,10.61,9.55,8.73,23
"415",104,414,"The driving examiner was very strict. He was pleased that Bernard made no mistakes. Even so, Bernard passed the test that day. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","passed",10.98,9.86,8.11,10.8,10.32,8.79,27
"416",104,415,"The driving examiner was very strict. He noticed that Bernard made several mistakes. Even so, Bernard passed the test that day. ","PLAUS_CONN","PLAUS_CONN","1","1","1","passed",10.92,9.44,3.55,11.03,9.81,5.75,26
"417",105,416,"Janelle is a big fan of classical music. She bought the most expensive ticket for the concert on Friday. She was sitting in the front of the concert hall. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","front",3.17,3.99,1.55,3.17,3.99,1.55,34
"418",105,417,"Janelle is a big fan of classical music. She could only afford the cheapest ticket for the concert on Friday. She was sitting in the front of the concert hall. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","front",3.22,4.24,1.82,3.22,4.24,1.82,35
"419",105,418,"Janelle is a big fan of classical music. She bought the most expensive ticket for the concert on Friday. Even so, she was sitting in the front of the concert hall. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","front",3.65,4.28,2.16,3.77,4.82,2.32,37
"420",105,419,"Janelle is a big fan of classical music. She could only afford the cheapest ticket for the concert on Friday. Even so, she was sitting in the front of the concert hall. ","PLAUS_CONN","PLAUS_CONN","1","1","1","front",3.59,4.41,1.73,3.59,4.74,1.94,38
"421",106,420,"The police cruiser sat alongside the road. His radar gun said the car was speeding. The cop stopped the driver. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","stopped",5.53,4.46,6.99,5.53,4.46,6.99,24
"422",106,421,"The police cruiser sat alongside the road. His radar gun said the car was obeying the limit. The cop stopped the driver. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","stopped",5.76,4.84,6.65,5.76,4.84,6.65,27
"423",106,422,"The police cruiser sat alongside the road. His radar gun said the car was speeding. Even so, the cop stopped the driver. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","stopped",5.75,4.8,6.79,5.78,4.22,7.95,27
"424",106,423,"The police cruiser sat alongside the road. His radar gun said the car was obeying the limit. Even so, the cop stopped the driver. ","PLAUS_CONN","PLAUS_CONN","1","1","1","stopped",5.51,4.82,6.45,5.56,4.41,7.52,30
"425",107,424,"Marjorie was getting older. Her anti-aging cream was useless. Her face was wrinkled and dry. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","wrinkled",6.96,6.66,6.77,6.96,6.66,6.77,24
"426",107,425,"Marjorie was in her teens. She used moisturizing cream every day. Her face was wrinkled and dry. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","wrinkled",7.23,7,6.92,7.23,7,6.92,25
"427",107,426,"Marjorie was getting older. Her anti-aging cream was useless. Even so, her face was wrinkled and dry. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","wrinkled",6.81,6.97,7.39,6.95,7.05,8.23,27
"428",107,427,"Marjorie was in her teens. She used moisturizing cream every day. Even so, her face was wrinkled and dry. ","PLAUS_CONN","PLAUS_CONN","1","1","1","wrinkled",6.92,7.02,6.54,6.73,6.43,6.81,28
"429",108,428,"The baby was put to sleep in her crib. She kept crying during the night. The next morning, her parents were exhausted and crabby. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","exhausted",12.34,12.33,9.35,12.34,12.33,9.35,30
"430",108,429,"The baby was put to sleep in her crib. She was very quiet during the night. The next morning, her parents were exhausted and crabby. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","exhausted",12.7,13.01,10.01,12.7,13.01,10.01,31
"431",108,430,"The baby was put to sleep in her crib. She kept crying during the night. Even so, the next morning, her parents were exhausted and crabby. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","exhausted",11.27,11.12,9.23,13.09,12.26,10.46,33
"432",108,431,"The baby was put to sleep in her crib. She was very quiet during the night. Even so, the next morning, her parents were exhausted and crabby. ","PLAUS_CONN","PLAUS_CONN","1","1","1","exhausted",11.81,11.82,9.28,13.56,12.99,10.89,34
"433",109,432,"Brian's bicycle was making squeaking sounds. He was able to fix it in his basement. He took it for a ride that afternoon. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","ride",2.76,2.91,2.39,2.76,2.91,2.39,29
"434",109,433,"Brian's bicycle was making squeaking sounds. He realized he was unable to fix it by himself. He took it for a ride that afternoon. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","ride",3.1,3.36,1.15,3.1,3.36,1.15,30
"435",109,434,"Brian's bicycle was making squeaking sounds. He was able to fix it in his basement. Even so, he took it for a ride that afternoon. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","ride",2.43,2.52,2.39,2.09,3.15,1.89,32
"436",109,435,"Brian's bicycle was making squeaking sounds. He realized he was unable to fix it by himself. Even so, he took it for a ride that afternoon. ","PLAUS_CONN","PLAUS_CONN","1","1","1","ride",2.59,2.63,1.67,2.14,3.28,1.32,33
"437",110,436,"Thomas was leaving the building for lunch. It was really sunny and bright outdoors. He put on sunglasses at the door. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","sunglasses",5.59,5.84,5.33,5.59,5.84,5.33,25
"438",110,437,"Thomas was leaving the building for lunch. It was really cold and cloudy outdoors. He put on sunglasses at the door. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","sunglasses",5.58,5.98,9.9,5.58,5.98,9.9,25
"439",110,438,"Thomas was leaving the building for lunch. It was really sunny and bright outdoors. Even so, he put on sunglasses at the door. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","sunglasses",5.72,6.32,4.33,5.11,5.85,3.8,28
"440",110,439,"Thomas was leaving the building for lunch. It was really cold and cloudy outdoors. Even so, he put on sunglasses at the door. ","PLAUS_CONN","PLAUS_CONN","1","1","1","sunglasses",6.13,6.37,10.1,5.97,6.64,9.61,28
"441",111,440,"The hurricane struck the island. The levees broke as sea levels rose. The streets were flooded for days. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","flooded",2.35,1.99,1.45,2.35,1.99,1.45,23
"442",111,441,"The rain storm struck the island. The levees were able to contain the water. The streets were flooded for days. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","flooded",3.09,2.4,3.21,3.09,2.4,3.21,25
"443",111,442,"The hurricane struck the island. The levees broke as sea levels rose. Even so, the streets were flooded for days. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","flooded",4.17,4.05,2.51,4.05,3.47,3.3,26
"444",111,443,"The rain storm struck the island. The levees were able to contain the water. Even so ,the streets were flooded for days. ","PLAUS_CONN","PLAUS_CONN","1","1","1","flooded",3.68,3.11,1.36,2.63,2.66,1.36,28
"445",112,444,"The weather forecast showed beautiful weather for the holiday weekend. Lots of people decided to drive to the shore. The highways were jammed for miles. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","jammed",6.82,7.07,4.2,6.82,7.07,4.2,29
"446",112,445,"The weather forecast showed nasty weather for the holiday weekend. Lots of people decided to stay home instead of traveling. The highways were jammed for miles. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","jammed",5.55,6.04,4.66,5.55,6.04,4.66,30
"447",112,446,"The weather forecast showed beautiful weather for the holiday weekend. Lots of people decided to drive to the shore. Even so, the highways were jammed for miles. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","jammed",6.23,6.71,3.82,6.22,5.47,4.6,32
"448",112,447,"The weather forecast showed nasty weather for the holiday weekend. Lots of people decided to stay home instead of traveling. Even so, the highways were jammed for miles. ","PLAUS_CONN","PLAUS_CONN","1","1","1","jammed",6,6.38,3.78,6.74,6,4.67,33
"449",113,448,"The residents of the coastal city listened to the reports of the hurricane. The storm would come ashore right over their city. They were advised to evacuate immediately. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","evacuate",2.48,2.91,2.32,2.48,2.91,2.32,32
"450",113,449,"The residents of the coastal city listened to the reports of the hurricane. The storm would not hit their city at all. They were advised to evacuate immediately. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","evacuate",2.57,3.04,2.99,2.57,3.04,2.99,32
"451",113,450,"The residents of the coastal city listened to the reports of the hurricane. The storm would come ashore right over their city. Even so, they were advised to evacuate immediately. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","evacuate",3.07,3.44,2.92,3.8,3.44,3.24,35
"452",113,451,"The residents of the coastal city listened to the reports of the hurricane. The storm would not hit their city at all. Even so, they were advised to evacuate immediately. ","PLAUS_CONN","PLAUS_CONN","1","1","1","evacuate",2.71,3.32,2.19,3.33,3.43,1.98,35
"453",114,452,"Clara was careless driving in the ice storm. The car skidded on the slippery roads. She crashed into a tree. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","crashed",5.96,7.41,6.77,5.96,7.41,6.77,27
"454",114,453,"Clara was careful driving in the ice storm. The car handled very well on the slippery roads. She crashed into a tree. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","crashed",11.13,12.13,13.48,11.13,12.13,13.48,27
"455",114,454,"Clara was careless driving in the ice storm. The car skidded on the slippery roads. Even so, she crashed into a tree. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","crashed",10.2,9.56,8.31,9.19,8.72,10.62,30
"456",114,455,"Clara was careful driving in the ice storm. The car handled very well on the slippery roads. Even so, she crashed into a tree. ","PLAUS_CONN","PLAUS_CONN","1","1","1","crashed",10.78,11.89,11.1,9.6,9.77,11.41,30
"457",115,456,"The man stayed out all night. He caught a terrible cold. The next morning he had a cough and a runny nose. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","cough",7.25,8.89,6.49,7.25,8.89,6.49,27
"458",115,457,"The man stayed home all night. He dressed in warm pajamas. The next morning he had a cough and a runny nose. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","cough",10.16,12.15,10.79,10.16,12.15,10.79,29
"459",115,458,"The man stayed out all night. He caught a terrible cold. Even so, the next morning he had a cough and a runny nose. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","cough",7.46,9.04,6.99,8.33,9.07,8.01,30
"460",115,459,"The man stayed home all night. He dressed in warm pajamas. Even so, the next morning he had a cough and a runny nose. ","PLAUS_CONN","PLAUS_CONN","1","1","1","cough",9.33,12.19,8.02,9.52,11.34,9.39,32
"461",116,460,"The airplane was sitting on the runway. The flight continued to experience delays. The passengers began grumbling loudly. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","grumbling",9.73,8.74,7.48,9.73,8.74,7.48,23
"462",116,461,"The airplane was taxiing onto the runway. The flight was next for take off. The passengers began grumbling loudly. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","grumbling",6.97,6.62,6.21,6.97,6.62,6.21,25
"463",116,462,"The airplane was sitting on the runway. The flight continued to experience delays. Even so, the passengers began grumbling loudly. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","grumbling",9.4,8.62,7.28,9.7,8.69,7.42,26
"464",116,463,"The airplane was taxiing onto the runway. The flight was next for take off. Even so, the passengers began grumbling loudly. ","PLAUS_CONN","PLAUS_CONN","1","1","1","grumbling",6.5,6.45,5.59,6.68,6.53,5.54,28
"465",117,464,"The elderly woman descended the snowy steps. She fell and broke her hip. She was in the hospital for some time. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","hospital",2.92,3.37,1.41,2.92,3.37,1.41,25
"466",117,465,"The elderly woman descended the snowy steps. She made it to the bottom without falling. She was in the hospital for some time. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","hospital",6.22,6.84,6.54,6.22,6.84,6.54,27
"467",117,466,"The elderly woman descended the snowy steps. She fell and broke her hip. Even so, she was in the hospital for some time. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","hospital",3.43,3.75,2.92,4.02,4.05,3.41,28
"468",117,467,"The elderly woman descended the snowy steps. She made it to the bottom without falling. Even so, she was in the hospital for some time. ","PLAUS_CONN","PLAUS_CONN","1","1","1","hospital",7.54,6.73,3.89,7.81,7.19,4.57,30
"469",118,468,"The psychic claimed to see the future. She was helpful to many people. Customers were pleased with her advice. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","pleased",6.89,7.92,5.67,6.89,7.92,5.67,23
"470",118,469,"The psychic claimed to see the future. The local newspaper announced that she was a fraud. Customers were pleased with her advice. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","pleased",10.57,11.41,11.17,10.57,11.41,11.17,26
"471",118,470,"The psychic claimed to see the future. She was helpful to many people. Even so, customers were pleased with her advice. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","pleased",9.35,8.47,12.28,11.25,12.92,12.8,26
"472",118,471,"The psychic claimed to see the future. The local newspaper announced that she was a fraud. Even so, customers were pleased with her advice. ","PLAUS_CONN","PLAUS_CONN","1","1","1","pleased",8.98,9.01,7.93,9.24,10.43,7.36,29
"473",119,472,"Danny went to a pub with his friends. He was dying for a drink. He ordered a whiskey and soda. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","whiskey",8.02,8.28,6.08,8.02,8.28,6.08,24
"474",119,473,"Danny went to a pub with his friends. He had given up drinking. He ordered a whiskey and soda. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","whiskey",8.84,9.14,6.9,8.84,9.14,6.9,23
"475",119,474,"Danny went to a pub with his friends. He was dying for a drink. Even so, he ordered a whiskey and soda. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","whiskey",8.36,8.29,6.2,8.33,8.31,6.44,27
"476",119,475,"Danny went to a pub with his friends. He had given up drinking. Even so, he ordered a whiskey and soda. ","PLAUS_CONN","PLAUS_CONN","1","1","1","whiskey",9.01,8.9,7.25,9.05,9.34,7.1,26
"477",120,476,"The driver had drunk too much that night. The police officer administered a breathalyzer test. The driver's blood alcohol level was higher than the legal limit. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","higher",9.06,6.22,8.17,9.06,6.22,8.17,33
"478",120,477,"The driver had drunk very little that night. The police officer administered a breathalyzer test. The driver's blood alcohol level was higher than the legal limit. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","higher",9.08,6.36,10.12,9.08,6.36,10.12,33
"479",120,478,"The driver had drunk too much that night. The police officer administered a breathalyzer test. Even so, the driver's blood alcohol level was higher than the legal limit. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","higher",6.85,5.06,6.69,6.7,4.83,6.68,36
"480",120,479,"The driver had drunk very little that night. The police officer administered a breathalyzer test. Even so, the driver's blood alcohol level was higher than the legal limit. ","PLAUS_CONN","PLAUS_CONN","1","1","1","higher",6.79,5.17,7.19,6.53,4.76,6.69,36
"481",121,480,"The teenager went to get a haircut. She wanted something aggressively alternative. She got a mohawk at the salon. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","mohawk",5.22,5.26,4.17,5.22,5.26,4.17,25
"482",121,481,"The teenager went to get a haircut. She wanted to keep the same modest look. She got a mohawk at the salon. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","mohawk",5.26,5.15,4.88,5.26,5.15,4.88,28
"483",121,482,"The teenager went to get a haircut. She wanted something aggressively alternative. Even so, she got a mohawk at the salon. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","mohawk",5.49,5.42,4.88,5.51,5.55,4.53,28
"484",121,483,"The teenager went to get a haircut. She wanted to keep the same modest look. Even so, she got a mohawk at the salon. ","PLAUS_CONN","PLAUS_CONN","1","1","1","mohawk",5.4,5.3,5.1,5.41,5.43,4.84,31
"485",122,484,"The boys were having an argument. They began punching each other in the end. They were bruised the next day. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","bruised",11.68,11.24,11.5,11.68,11.24,11.5,24
"486",122,485,"The boys were having a debate. They came to an agreement in the end. They were bruised the next day. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","bruised",17.35,15.57,15.84,17.35,15.57,15.84,24
"487",122,486,"The boys were having an argument. They began punching each other in the end. Even so, they were bruised the next day. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","bruised",12.76,11.99,11.57,15.19,14.39,13.13,27
"488",122,487,"The boys were having a debate. They came to an agreement in the end. Even so, they were bruised the next day. ","PLAUS_CONN","PLAUS_CONN","1","1","1","bruised",13.99,15.36,12.67,14.73,15.12,14.51,27
"489",123,488,"Francis had skipped breakfast and lunch. He arrived home from school starving. He had a sandwich in the kitchen. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","sandwich",9.94,9.11,6.71,9.94,9.11,6.71,24
"490",123,489,"Francis had eaten a big lunch at school. He was very full and bit sleepy when he got home. He had a sandwich in the kitchen. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","sandwich",10.74,10.63,8.42,10.74,10.63,8.42,31
"491",123,490,"Francis had skipped breakfast and lunch. He arrived home from school starving. Even so, he had a sandwich in the kitchen. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","sandwich",10.81,10.73,7.35,10.7,11.01,8.24,27
"492",123,491,"Francis had eaten a big lunch at school. He was very full and bit sleepy when he got home. Even so, he had a sandwich in the kitchen. ","PLAUS_CONN","PLAUS_CONN","1","1","1","sandwich",11.78,11.82,9.91,12.16,12.27,10.36,34
"493",124,492,"The tourists all loved the tour director. He always had plenty of customers. His profits were large each summer. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","large",7.8,8.42,7.3,7.8,8.42,7.3,23
"494",124,493,"The tourists all avoided the tour director. He rarely had any customers. His profits were large each summer. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","large",9.4,8.89,9.5,9.4,8.89,9.5,22
"495",124,494,"The tourists all loved the tour director. He always had plenty of customers. Even so, his profits were large each summer. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","large",10.15,9.67,9.66,10.56,9.65,11.6,26
"496",124,495,"The tourists all avoided the tour director. He rarely had any customers. Even so, his profits were large each summer. ","PLAUS_CONN","PLAUS_CONN","1","1","1","large",8.42,9.67,6.06,7.89,8.88,6.06,25
"497",125,496,"The chef was chopping some vegetables. He got sloppy with the knife. He cut his finger. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","cut",6.08,5.61,3.52,6.08,5.61,3.52,20
"498",125,497,"The apprentice was working in the kitchen. He barely touched the knives. He cut his finger. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","cut",9.7,9.01,6.79,9.7,9.01,6.79,20
"499",125,498,"The chef was chopping some vegetables. He got sloppy with the knife. Even so, he cut his finger. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","cut",7.64,7.17,5.2,7.66,7.54,6.37,23
"500",125,499,"The apprentice was working in the kitchen. He barely touched the knives. Even so, he cut his finger. ","PLAUS_CONN","PLAUS_CONN","1","1","1","cut",9.77,9.65,5.95,9.01,9.7,7.41,23
"501",126,500,"The tourist wanted to get back to his hotel. He had forgotten the directions. He got lost in the streets. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","lost",5.17,6.45,1.75,5.17,6.45,1.75,24
"502",126,501,"The tourist wanted to get back to his hotel. He knew the way very well by now. He got lost in the streets. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","lost",7.11,7.73,4.71,7.11,7.73,4.71,27
"503",126,502,"The tourist wanted to get back to his hotel. He had forgotten the directions. Even so, he got lost in the streets. ","IMPLAUS_CONN","IMPLAUS_CONN","0","0","1","lost",4.43,7.97,1.46,4.93,7.42,2.15,27
"504",126,503,"The tourist wanted to get back to his hotel. He knew the way very well by now. Even so, he got lost in the streets. ","PLAUS_CONN","PLAUS_CONN","1","1","1","lost",4,6.82,1.31,3.45,4.61,1.18,30
"505",127,504,"Congress had sent the bill to the President for his approval. He thought it was a terrible idea. He vetoed the measure. ","PLAUS_NOCONN","PLAUS_NOCONN","1","1","0","vetoed",8.31,10.16,7.11,8.31,10.16,7.11,26
"506",127,505,"Congress had sent the bill to the President for his approval. He thought it was a terrific idea. He vetoed the measure. ","IMPLAUS_NOCONN","IMPLAUS_NOCONN","0","0","0","vetoed",8.82,10.91,9.48,8.82,10.91,9.48,26
